	DocumentID	Content
220	D307	lions are obligate carnivores they require up to seven kilograms 15 lbs of meat per day a major component of their diet is the flesh of large mammals like this african buffalo a carnivore meaning meat eater latin caro meaning meat or flesh and vorare meaning to devour is an organism that derives its energy and nutrient requirements from a diet consisting mainly or exclusively of animal tissue whether through predation or scavenging animals that depend solely on animal flesh for their nutrient requirements are considered carnivores while those that also consume nonanimal food are considered carnivores omnivores also consume both animal and nonanimal food and apart from the more general definition there is no clearly defined ratio of plant to animal material that would distinguish a facultative carnivore from an omnivore a carnivore that sits at the top of the foodchain is an apex predator plants that capture and digest insects are called carnivorous plants similarly fungi that capture microscopic animals are often called carnivorous fungi
221	D309	the fifa world cup often simply the world cup is an international association football competition contested by the senior mens national teams of the members of fédération internationale de football association fifa the sports global governing body the championship has been awarded every four years since the inaugural tournament in 1930 except in 1942 and 1946 when it was not held because of the second world war the current champions are spain who won the 2010 tournament the current format of the tournament involves 32 teams competing for the title at venues within the host nations over a period of about a month this phase is often called the world cup finals a qualification phase which currently takes place over the preceding three years is used to determine which teams qualify for the tournament together with the host nations the 19 world cup tournaments have been won by eight different national teams brazil have won five times and they are the only team to have played in every tournament the other world cup winners are italy with four titles germany with three titles argentina and inaugural winners uruguay with two titles each and england france and spain with one title each the world cup is the worlds most widely viewed sporting event an estimated 7151 million people watched the final match of the 2006 fifa world cup held in germany the next three world cups will be hosted by brazil in 2014 russia in 2018 and qatar in 2022 the fifa world cup often simply the world cup is an international association football competition contested by the senior mens national teams of the members of fédération internationale de football association fifa the sports global governing body the championship has been awarded every four years since the inaugural tournament in 1930 except in 1942 and 1946 when it was not held because of the second world war the current champions are spain who won the 2010 tournament the current format of the tournament involves 32 teams competing for the title at venues within the host nations over a period of about a month this phase is often called the world cup finals a qualification phase which currently takes place over the preceding three years is used to determine which teams qualify for the tournament together with the host nations the 19 world cup tournaments have been won by eight different national teams brazil have won five times and they are the only team to have played in every tournament the other world cup winners are italy with four titles germany with three titles argentina and inaugural winners uruguay with two titles each and england france and spain with one title each the world cup is the worlds most widely viewed sporting event an estimated 7151 million people watched the final match of the 2006 fifa world cup held in germany the next three world cups will be hosted by brazil in 2014 russia in 2018 and qatar in 2022 the fifa world cup often simply the world cup is an international association football competition contested by the senior mens national teams of the members of fédération internationale de football association fifa the sports global governing body the championship has been awarded every four years since the inaugural tournament in 1930 except in 1942 and 1946 when it was not held because of the second world war the current champions are spain who won the 2010 tournament the current format of the tournament involves 32 teams competing for the title at venues within the host nations over a period of about a month this phase is often called the world cup finals a qualification phase which currently takes place over the preceding three years is used to determine which teams qualify for the tournament together with the host nations the 19 world cup tournaments have been won by eight different national teams brazil have won five times and they are the only team to have played in every tournament the other world cup winners are italy with four titles germany with three titles argentina and inaugural winners uruguay with two titles each and england france and spain with one title each the world cup is the worlds most widely viewed sporting event an estimated 7151 million people watched the final match of the 2006 fifa world cup held in germany the next three world cups will be hosted by brazil in 2014 russia in 2018 and qatar in 2022
222	D310	heroes is an american science fiction television drama series created by tim kring that appeared on nbc for four seasons from september 25 2006 through february 8 2010 the series tells the stories of ordinary people who discover superhuman abilities and how these abilities take effect in the characters lives the series emulates the aesthetic style and storytelling of american comic books using multiepisode story arcs that build upon a larger more encompassing arc the series was produced by tailwind productions in association with universal media studios it was filmed primarily in los angeles california four complete seasons aired ending on february 8 2010 the critically acclaimed first season had a run of 23 episodes and garnered an average of 143 million viewers in the united states receiving the highest rating for an nbc drama premiere in five years the second season of heroes attracted an average of 131 million viewers in the us and marked nbcs sole series among the top 20 ranked programs in total viewership for the 2007–2008 season heroes has earned a number of awards and nominations including primetime emmy awards golden globes peoples choice awards and british academy television awards an online extension of the series heroes 360 experience later rebranded as heroes evolutions was created to explore the heroes universe and provides insight into the shows mythology other official heroes media include magazines action figures tiein and interactive websites a mobile game a novel clothing and other merchandise in the fall of 2008 nbc digital entertainment released a series of online content for the summer including more original web content wireless itv interactivity graphic novels available for mobile viewing and webisodes nbc announced heroes cancellation on may 14 2010 afterward the network considered making a television special event to conclude the series however on september 9 2010 nbc announced the decision to stop any further development of the heroes franchise tim kring then suggested that the broad premise of heroes storylines allowed for the franchise to return for fans but he did not specify when or in what media format on april 17 2013 tv line reported that msn was in talks to revive the series with a new cast
223	D312	john pierpont j p morgan april 17 1837 – march 31 1913 was an american financier banker philanthropist and art collector who dominated corporate finance and industrial consolidation during his time in 1892 morgan arranged the merger of edison general electric and thomsonhouston electric company to form general electric after financing the creation of the federal steel company he merged in 1901 with the carnegie steel company and several other steel and iron businesses including consolidated steel and wire company owned by william edenborn to form the united states steel corporation morgan died in rome italy in his sleep in 1913 at the age of 75 leaving his fortune and business to his son john pierpont jack morgan jr and bequeathing his mansion and large book collections to the morgan library museum in new york at the height of morgans career during the early 1900s he and his partners had financial investments in many large corporations and were accused by critics of controlling the nations high finance he directed the banking coalition that stopped the panic of 1907 he was the leading financier of the progressive era and his dedication to efficiency and modernization helped transform american business
224	D313	this is a list of episodes of the television series the episodes were directed by shigeru ueda and produced by the yggdrasil executive committee which included xebec and genco the plot of the episodes is set in tokyo and revolves around rin asōgi an immortal private investigator as she explores the secrets of modern and nearfuture world and the supernatural events that surround the fictional society of immortals like herself there are large time gaps in the internal chronology between the first five episodes ranging from one to thirty years the six episodes were broadcast monthly on atx channel in japan between february 3 and july 6 2008 each episode is 45 minutes long two pieces of theme music are used for the episodes the opening theme alsatia and the ending theme cause disarray both were composed and performed by the japanese metal band galneryus the series was produced to commemorate the tenth anniversary of the atx network it originally aired on
225	D314	aerial photo of fletc where us digital forensics standards were developed in the 1980s and 90s digital forensics sometimes known as digital forensic science is a branch of forensic science encompassing the recovery and investigation of material found in digital devices often in relation to computer crime the term digital forensics was originally used as a synonym for computer forensics but has expanded to cover investigation of all devices capable of storing digital data with roots in the personal computing revolution of the late 1970s and early 80s the discipline evolved in a haphazard manner during the 1990s and it was not until the early 21st century that national policies emerged digital forensics investigations have a variety of applications the most common is to support or refute a hypothesis before criminal or civil as part of the electronic discovery process courts forensics may also feature in the private sector such as during internal corporate investigations or intrusion investigation a specialist probe into the nature and extent of an unauthorized network intrusion the technical aspect of an investigation is divided into several subbranches relating to the type of digital devices involved computer forensics network forensics forensic data analysis and mobile device forensics the typical forensic process encompasses the seizure forensic imaging acquisition and analysis of digital media and the production of a report into collected evidence as well as identifying direct evidence of a crime digital forensics can be used to attribute evidence to specific suspects confirm alibis or statements determine intent identify sources for example in copyright cases or authenticate documents investigations are much broader in scope than other areas of forensic analysis where the usual aim is to provide answers to a series of simpler questions often involving complex timelines or hypotheses
226	D315	a comparison of the chromaticities enclosed by some color spaces a color model is an abstract mathematical model describing the way colors can be represented as tuples of numbers typically as three or four values or color components eg rgb and cmyk are color models however a color model with no associated mapping function to an absolute color space is a more or less arbitrary color system with no connection to any globally understood system of color interpretation adding a certain mapping function between the color model and a certain reference color space results in a definite footprint within the reference color space this footprint is known as a gamut and in combination with the color model defines a new color space for example adobe rgb and srgb are two different absolute color spaces both based on the rgb model in the most generic sense of the definition above color spaces can be defined without the use of a color model these spaces such as pantone are in effect a given set of names or numbers which are defined by the existence of a corresponding set of physical color swatches this article focuses on the mathematical model concept
227	D316	labor day is an american federal holiday observed on the first monday in september that celebrates the economic and social contributions of workers
228	D319	life insurance is a contract between an insured insurance policy holder and an insurer where the insurer promises to pay a designated beneficiary a sum of money the benefits upon the death of the insured person depending on the contract other events such as terminal illness or critical illness may also trigger payment the policy holder typically pays a premium either regularly or as a lump sum other expenses such as funeral expenses are also sometimes included in the benefits life policies are legal contracts and the terms of the contract describe the limitations of the insured events specific exclusions are often written into the contract to limit the liability of the insurer common examples are claims relating to suicide fraud war riot and civil commotion lifebased contracts tend to fall into two major categories protection policies – designed to provide a benefit in the event of specified event typically a lump sum payment a common form of this design is term insurance investment policies – where the main objective is to facilitate the growth of capital by regular or single premiums common forms in the us are whole life universal life and variable life policies
229	D320	infobox holiday chinese new year 9 – 12 february vietnam infobox holiday chinese new year 9 – 12 february vietnam
230	D324	mitzi gaynor donahue born may 2 1962 in yorba linda orange county california is an american actress also credited and more popularly known as mitzi kapture kapture began her career in films most of which were not huge commercial successes she went on to make a few television guest appearances macgyver 1st ten and as a contestant on the 100000 pyramid before she gained international exposure with her first major television role as sergeant rita lee lance in the television series silk stalkings kaptures role as rita the other half of the two sams for almost 5 years cemented her popularity paired with rob estes who played sergeant chris lorenzo kapture gained global recognition along with her costar since the show was broadcast in several countries sergeant lance eventually became lieutenant lance by the time kapture left the series in 1995 to have her first child madison during her time with the series kapture briefly sat in the directors chair for two episodes she was interviewed for the silk stalkings season 1 dvd which was distributed by anchor bay entertainment and released in september 2004 after a short hiatus from the screen following her exit from silk stalkings kapture returned in 1997 to the small screen and usa network she played lead roles in two usa pictures originals telemovies perfect crime based on a true story also called hide and seek the joanne jensen story which also starred jasmine guy and his bodyguard she later starred in a few other independent film projects and theatre productions and had several television guest appearances kapture also had a recurring role on baywatch as alexis ryker she played anita hodges on the young and the restless from 2002 through 2004 where she was credited as mitzi kapture donahue and starred in the madefortv movie night of terror which premiered march 26 2006 on lifetime network her latest is a supporting role in gods ears released in 2007 kapture is the official celebrity spokesperson for the xeroderma pigmentosum society
231	D325	the xbox 360 is the second video game console developed by and produced for microsoft and the successor to the xbox the xbox 360 competes with sony s playstation 3 and nintendo s wii as part of the seventh generation of video game consoles as of september 30 2012 70 million xbox 360 consoles have been sold worldwide the xbox 360 was officially unveiled on mtv on may 12 2005 with detailed launch and game information divulged later that month at the electronic entertainment expo e3 the console sold out completely upon release in all regions except in japan several major features of the xbox 360 are its integrated xbox live service that allows players to compete online download arcade games game demos trailers tv shows music and movies and its windows media center multimedia capabilities the xbox live also offers access to various often regionspecific thirdparty media streaming applications at their e3 presentation on june 14 2010 microsoft announced a redesigned xbox 360 that would ship on the same day the redesigned console is slimmer than the previous xbox 360 model and features integrated 80211 bgn wifi toslink spdif optical audio output five usb 20 ports compared to the three from older versions and a special aux port older models of the xbox 360 have since been discontinued the first new console to be released features a 250 gb hard drive while a later less expensive sku features 4 gb internal storage
232	D326	backpack may also refer to a 2001 novel by emily barr a modern backpack swiss army backpack ca 1960 integrated bearer frame a backpack also called rucksack knapsack packsack pack is in its simplest form a cloth sack carried on ones back and secured with two straps that go over the shoulders but there can be exceptions lightweight types of backpacks are sometimes worn on only one shoulder strap backpacks are often preferred to handbags for carrying heavy loads or carrying any sort of equipment because of the limited capacity to carry heavy weights for long periods of time in the hands large backpacks used to carry loads over 10 kg 22 lbs usually offload the largest part up to about 90 of their weight onto padded hip belts leaving the shoulder straps mainly for stabilising the load this improves the potential to carry heavy loads as the hips are stronger than the shoulders and also increases agility and balance since the load rides nearer the wearers own center of mass in ancient times the backpack was used as a means to carry the hunters larger game and other types of prey and as a way of easier transport for other materials in the cases of larger hunts the hunters would dismember their prey and distribute the pieces of the animal around each one packing the meat into many wrappings and then into bags which they placed on to their backs the bag itself was made up of different animal hide and skin depending on what sorts of animals were in the area and sewn together by the intestines of said animals which were woven together tightly to make a sturdy threadlike material
233	D327	mexico officially the united mexican states is a federal constitutional republic in north america it is bordered on the north by the united states on the south and west by the pacific ocean on the southeast by guatemala belize and the caribbean sea and on the east by the gulf of mexico covering almost two million square kilometres over 760000 sq mi mexico is the fifth largest country in the americas by total area and the 13th largest independent nation in the world with an estimated population of over 113 million it is the worlds eleventh most populous country and the most populous spanishspeaking country mexico is a federation comprising thirtyone states and a federal district the capital city in precolumbian mexico many cultures matured into advanced civilizations such as the olmec the toltec the teotihuacan the zapotec the maya and the aztec before first contact with europeans in 1521 spain conquered and colonized the territory from its base in méxicotenochtitlan which was administered as the viceroyalty of new spain this territory would eventually become mexico following recognition of the colonys independence in 1821 the postindependence period was characterized by economic instability the mexicanamerican war and territorial cession to the united states a civil war two empires and a domestic dictatorship the latter led to the mexican revolution in 1910 which culminated with the promulgation of the 1917 constitution and the emergence of the countrys current political system elections held in july 2000 marked the first time that an opposition party won the presidency from the institutional revolutionary party since 2006 the country has been in the midst of a drug war which has caused 60000 deaths mexico has one of the worlds largest economies and is considered both a regional power and middle power in addition mexico was the first latin american member of the organisation for economic cooperation and development oecd since 1994 and considered an uppermiddle income country by the world bank mexico is considered a newly industrialized country and an emerging power it has the fourteenth largest nominal gdp and the eleventh largest gdp by purchasing power parity the economy is strongly linked to those of its north american free trade agreement nafta partners especially the united states of america mexico ranks sixth in the world and first in the americas by number of unesco world heritage sites with 31 and in 2007 was the tenth most visited country in the world with 214 million international arrivals per year
234	D329	babe ruth holds the mlb career slugging percentage record 690 in baseball statistics slugging percentage abbreviated slg is a popular measure of the power of a hitter it is calculated as total bases divided by at bats where ab is the number of atbats for a given player and 1b 2b 3b and hr are the number of singles doubles triples and home runs respectively walks are specifically excluded from this calculation for example in 1920 babe ruth played his first season for the new york yankees in 458 at bats ruth had 172 hits comprising 73 singles 36 doubles 9 triples and 54 home runs which brings the total base count to 73 × 1 36 × 2 9 × 3 54 × 4 388 his total number of bases 388 divided by his total atbats 458 is 847 his slugging percentage for the season the next year he slugged 846 and these records went unbroken until 2001 when barry bonds achieved 411 bases in 476 atbats bringing his slugging percentage to 863 unmatched since
235	D331	is a roleplaying video game developed and published by square now square enix for the super nintendo entertainment system in 1995 chrono triggers development team included three designers that square dubbed the dream team hironobu sakaguchi the creator of squares final fantasy series yuji horii a freelance designer and creator of enix s popular dragon quest series and akira toriyama a freelance manga artist famed for his work with dragon quest and dragon ball kazuhiko aoki produced the game masato kato wrote most of the plot while composer yasunori mitsuda scored most of the game before falling ill and deferring remaining tracks to final fantasy composer nobuo uematsu the games story follows a group of adventurers who travel through time to prevent a global catastrophe square rereleased a ported version by tose in japan for sony s playstation in 1999 later repackaged with a final fantasy iv port as final fantasy chronicles in 2001 for the north american market a slightly enhanced chrono trigger was released for the nintendo ds on november 25 2008 in north america and japan and went on sale in australia on february 3 2009 and in europe on february 6 2009 the game was never released in pal territories before the nintendo ds version chrono trigger was a critical and commercial success upon release and is considered today to be one of the greatest video games of all time nintendo power magazine described aspects of chrono trigger as revolutionary including its multiple endings plotrelated sidequests focusing on character development unique battle system and detailed graphics chrono trigger was the third bestselling game of 1995 and the games snes and playstation iterations have shipped 265 million copies as of march 2003 the version for the nintendo ds sold 790000 copies as of march 2009 chrono trigger was also ported to mobile phones virtual console the playstation network only in the usa ios devices and android devices
236	D333	goat cheese goat cheese or chèvre from the french word for goat is cheese made out of the milk of goats
237	D335	hyperthermia is elevated body temperature due to failed thermoregulation that occurs when a body produces or absorbs more heat than it dissipates extreme temperature elevation then becomes a medical emergency requiring immediate treatment to prevent disability or death the most common causes include heat stroke and adverse reactions to drugs the former is an acute temperature elevation caused by exposure to excessive heat or combination of heat and humidity that overwhelms the heatregulating mechanisms the latter is a relatively rare side effect of many drugs particularly those that affect the central nervous system malignant hyperthermia is a rare complication of some types of general anesthesia hyperthermia can also be deliberately induced using drugs or medical devices and may be used in the treatment of some kinds of cancer and other conditions most commonly in conjunction with radiotherapy hyperthermia differs from fever in that the bodys temperature set point remains unchanged the opposite is hypothermia which occurs when the temperature drops below that required to maintain normal metabolism
238	D337	belize is a country located on the northeastern coast of central america it is the only country in the area where english is the official language although kriol and spanish are more commonly spoken belize is bordered on the north by mexico to the south and west by guatemala and to the east by the caribbean sea its mainland is about long and wide with of land and a population of only 312698 inhabitants 2010 census belize possesses the lowest population density in central america the countrys population growth rate of 315 2012 est is the second highest in the region and one of the highest in the western hemisphere belizes abundance of terrestrial and marine species and its diversity of ecosystems give it a key place within the globally significant mesoamerican biological corridor belize has a diverse society comprising many cultures and languages it is the only nation in the region with a british colonial heritage but as a part of the western caribbean zone it also shares a common heritage with the fellow anglophone caribbean countries in general belize is considered to be a central american and caribbean nation with strong ties to both the caribbean and latin america belize is a member of the caribbean community caricom the community of latin american and caribbean states celac and central american integration system sica belize is known for its september celebrations and is the birthplace of chewing gum and punta rock
239	D340	the betsy ross flag a betsy ross flag flying outside san francisco city hall the betsy ross flag is an early design of the flag of the united states popularly attributed to betsy ross using the common motifs of alternating redandwhite striped field with fivepointed stars in a blue canton the flag was designed during the american revolution and features 13 stars to represent the original 13 colonies the distinctive feature of the ross flag is the arrangement of the stars in a circle although the betsy ross story is accepted by most americans some flag historians and revisionists do not accept the betsy ross design as the first american flag according to the traditional account the original flag was made in june 1776 when a small committee—including george washington robert morris and relative george ross —visited betsy and discussed the need for a new american flag betsy accepted the job to manufacture the flag altering the committees design by replacing the sixpointed stars with fivepointed stars while the betsy ross legend is questionable the flag design is known to have been in use by 1777 alfred b street described it at the surrender of general burgoyne and understood the circle of stars to represent equality among the american states it is one of the oldest versions of us flags known to exist while it is not the oldest surviving flag artifact in cloth form its likeness appears on older physical relics namely the contemporary battlefield paintings by john trumbull and charles willson peale they depict the circular star arrangement being flown from ship masts and many other places and thus provide the first known historical documentation of the flags appearance the seal of the us department of veterans affairs uses the betsy ross flag to represent service to all veterans from the american revolution to the present day the betsy ross design of 13star us flags has been featured in many popular artworks sometimes inaccurately as in washington crossing the delaware and films such as the 1960 version of pollyanna the flag continues to be one of the most popular symbols of the american revolution
240	D341	a purr is a sound made by all species of felids and is a part of cat communication it varies between cats for example by loudness and tone and from species to species but can be characterized as a tonal buzzing the term purring has been used liberally in literature and it has been claimed that viverrids civet mongoose genet bears badgers hyaenas et cetera purr other animals that have been said to purr are rabbits squirrels guinea pigs tapirs ringtailed lemurs elephants raccoons and gorillas while eating however using a strict definition of purring that continuous sound production must alternate between pulmonic egressive and ingressive airstream and usually go on for minutes peters 2002 in an exhaustive review of the scientific literature reached the conclusion that until then only ‘purring cats’ felidae and two species of genets genetta tigrina and most likely also genetta genetta had been documented to purr
241	D342	the platypus ornithorhynchus anatinus is a semiaquatic mammal endemic to eastern australia including tasmania together with the four species of echidna it is one of the five extant species of monotremes the only mammals that lay eggs instead of giving birth it is the sole living representative of its family ornithorhynchidae and genus ornithorhynchus though a number of related species have been found in the fossil record the unusual appearance of this egglaying duck billed beaver tailed otter footed mammal baffled european naturalists when they first encountered it with some considering it an elaborate fraud it is one of the few venomous mammals the male platypus having a spur on the hind foot that delivers a venom capable of causing severe pain to humans the unique features of the platypus make it an important subject in the study of evolutionary biology and a recognisable and iconic symbol of australia it has appeared as a mascot at national events and is featured on the reverse of its 20cent coin the platypus is the animal emblem of the state of new south wales until the early 20th century it was hunted for its fur but it is now protected throughout its range although captive breeding programmes have had only limited success and the platypus is vulnerable to the effects of pollution it is not under any immediate threat the platypus ornithorhynchus anatinus is a semiaquatic mammal endemic to eastern australia including tasmania together with the four species of echidna it is one of the five extant species of monotremes the only mammals that lay eggs instead of giving birth it is the sole living representative of its family ornithorhynchidae and genus ornithorhynchus though a number of related species have been found in the fossil record the unusual appearance of this egglaying duck billed beaver tailed otter footed mammal baffled european naturalists when they first encountered it with some considering it an elaborate fraud it is one of the few venomous mammals the male platypus having a spur on the hind foot that delivers a venom capable of causing severe pain to humans the unique features of the platypus make it an important subject in the study of evolutionary biology and a recognisable and iconic symbol of australia it has appeared as a mascot at national events and is featured on the reverse of its 20cent coin the platypus is the animal emblem of the state of new south wales until the early 20th century it was hunted for its fur but it is now protected throughout its range although captive breeding programmes have had only limited success and the platypus is vulnerable to the effects of pollution it is not under any immediate threat
242	D345	st elizabeth is a village in miller county missouri united states the population was 336 at the 2010 census
243	D347	wilton is a censusdesignated place cdp in sacramento county california united states it is part of the sacramento – ardenarcade – roseville metropolitan statistical area the population was 5363 at the 2010 census up from 4551 at the 2000 census
244	D348	in humancomputer interaction cut and paste and copy and paste are related commands that offer a userinterface interaction technique for transferring text data files or objects from a source to a destination most ubiquitously users require the ability to cut and paste sections of plain text the cut command removes the selected data from its original position while the copy command creates a duplicate in both cases the selected data is placed in a clipboard the data in the clipboard is later inserted in the position where the paste command is issued the command names are an interface metaphor based on the physical procedure used in manuscript editing to create a page layout this interaction technique has close associations with related techniques in graphical user interfaces that use pointing devices such as a computer mouse by drag and drop for example
245	D349	economic order quantity is the order quantity that minimizes total inventory holding costs and ordering costs it is one of the oldest classical production scheduling models the framework used to determine this order quantity is also known as barabas eoq model or barabas formula the model was developed by ford w harris in 1913 but r h wilson a consultant who applied it extensively is given credit for his indepth analysis
246	D351	stephen stevie ray vaughan october 3 1954 – august 27 1990 was an american guitarist singersongwriter and record producer often referred to by his initials srv vaughan is best known as a founding member and leader of double trouble together with drummer chris layton and bassist tommy shannon they ignited the blues revival of the 1980s with a career spanning seven years vaughan and double trouble consistently sold out concerts while their albums frequently went gold he was born and raised in dallas texas and for a short period of time lived in graham texas as the younger brother of jimmie vaughan vaughan started playing the guitar at age seven and formed several bands that occasionally performed in local nightclubs at age 17 he dropped out of high school and moved to austin to further pursue his musical career joining groups such as krackerjack the nightcrawlers and the cobras in 1977 he formed triple threat revue a band that eventually evolved into double trouble and regularly performed around austin in 1982 vaughan and double trouble performed at the montreux jazz festival in switzerland catching the attention of musicians david bowie and jackson browne bowie asked vaughan to play on his upcoming studio album lets dance while browne offered the band free use of his personal studio in los angeles to record an album in march 1983 vaughan and double trouble were signed to epic records by veteran record producer john hammond sr and released their debut album texas flood in june of that year after successful touring the group released the albums couldnt stand the weather 1984 and soul to soul 1985 the latter of which featured new keyboardist reese wynans although his career had progressed successfully vaughan checked into a rehabilitation hospital in atlanta georgia to give up a cocaine and alcohol habit and returned to touring with the band in june 1989 in step was released and earned them a grammy award for best contemporary blues performance on august 27 1990 vaughan was killed in a helicopter crash following a performance in east troy wisconsin vaughans uniquely eclectic yet intense style was derived from a variety of musical genres he was influenced by blues musicians including albert king freddie king otis rush and muddy waters and rock guitarists such as jimi hendrix and lonnie mack his guitar playing reflected the classic blues and pentatonic scales he has received wide critical recognition for his guitar playing ranking at 6 on rolling stones list of 100 greatest guitarists in 2011 he was posthumously inducted into the blues hall of fame in 2000 and a memorial statue was erected in austins auditorium shores park stevie ray vaughan is widely considered to be one of the greatest musicians to come from the state of texas stephen stevie ray vaughan october 3 1954 – august 27 1990 was an american guitarist singersongwriter and record producer often referred to by his initials srv vaughan is best known as a founding member and leader of double trouble together with drummer chris layton and bassist tommy shannon they ignited the blues revival of the 1980s with a career spanning seven years vaughan and double trouble consistently sold out concerts while their albums frequently went gold he was born and raised in dallas texas and for a short period of time lived in graham texas as the younger brother of jimmie vaughan vaughan started playing the guitar at age seven and formed several bands that occasionally performed in local nightclubs at age 17 he dropped out of high school and moved to austin to further pursue his musical career joining groups such as krackerjack the nightcrawlers and the cobras in 1977 he formed triple threat revue a band that eventually evolved into double trouble and regularly performed around austin in 1982 vaughan and double trouble performed at the montreux jazz festival in switzerland catching the attention of musicians david bowie and jackson browne bowie asked vaughan to play on his upcoming studio album lets dance while browne offered the band free use of his personal studio in los angeles to record an album in march 1983 vaughan and double trouble were signed to epic records by veteran record producer john hammond sr and released their debut album texas flood in june of that year after successful touring the group released the albums couldnt stand the weather 1984 and soul to soul 1985 the latter of which featured new keyboardist reese wynans although his career had progressed successfully vaughan checked into a rehabilitation hospital in atlanta georgia to give up a cocaine and alcohol habit and returned to touring with the band in june 1989 in step was released and earned them a grammy award for best contemporary blues performance on august 27 1990 vaughan was killed in a helicopter crash following a performance in east troy wisconsin vaughans uniquely eclectic yet intense style was derived from a variety of musical genres he was influenced by blues musicians including albert king freddie king otis rush and muddy waters and rock guitarists such as jimi hendrix and lonnie mack his guitar playing reflected the classic blues and pentatonic scales he has received wide critical recognition for his guitar playing ranking at 6 on rolling stones list of 100 greatest guitarists in 2011 he was posthumously inducted into the blues hall of fame in 2000 and a memorial statue was erected in austins auditorium shores park stevie ray vaughan is widely considered to be one of the greatest musicians to come from the state of texas
247	D352	the las vegas strip world of cocacola museum in 2003 cocacola is a carbonated soft drink sold in stores restaurants and vending machines in every country except cuba and north korea it is produced by the cocacola company of atlanta georgia and is often referred to simply as coke a registered trademark of the cocacola company in the united states since march 27 1944 originally intended as a patent medicine when it was invented in the late 19th century by john pemberton cocacola was bought out by businessman asa griggs candler whose marketing tactics led coke to its dominance of the world softdrink market throughout the 20th century the company produces concentrate which is then sold to licensed cocacola bottlers throughout the world the bottlers who hold territorially exclusive contracts with the company produce finished product in cans and bottles from the concentrate in combination with filtered water and sweeteners the bottlers then sell distribute and merchandise cocacola to retail stores and vending machines such bottlers include cocacola enterprises which is the largest single cocacola bottler in north america and western europe the cocacola company also sells concentrate for soda fountains to major restaurants and food service distributors the cocacola company has on occasion introduced other cola drinks under the coke brand name the most common of these is diet coke with others including caffeinefree cocacola diet coke caffeinefree cocacola cherry cocacola zero cocacola vanilla and special versions with lemon lime or coffee based on interbrands best global brand 2011 cocacola was the worlds most valuable brand the las vegas strip world of cocacola museum in 2003 cocacola is a carbonated soft drink sold in stores restaurants and vending machines in every country except cuba and north korea it is produced by the cocacola company of atlanta georgia and is often referred to simply as coke a registered trademark of the cocacola company in the united states since march 27 1944 originally intended as a patent medicine when it was invented in the late 19th century by john pemberton cocacola was bought out by businessman asa griggs candler whose marketing tactics led coke to its dominance of the world softdrink market throughout the 20th century the company produces concentrate which is then sold to licensed cocacola bottlers throughout the world the bottlers who hold territorially exclusive contracts with the company produce finished product in cans and bottles from the concentrate in combination with filtered water and sweeteners the bottlers then sell distribute and merchandise cocacola to retail stores and vending machines such bottlers include cocacola enterprises which is the largest single cocacola bottler in north america and western europe the cocacola company also sells concentrate for soda fountains to major restaurants and food service distributors the cocacola company has on occasion introduced other cola drinks under the coke brand name the most common of these is diet coke with others including caffeinefree cocacola diet coke caffeinefree cocacola cherry cocacola zero cocacola vanilla and special versions with lemon lime or coffee based on interbrands best global brand 2011 cocacola was the worlds most valuable brand the las vegas strip world of cocacola museum in 2003 cocacola is a carbonated soft drink sold in stores restaurants and vending machines in every country except cuba and north korea it is produced by the cocacola company of atlanta georgia and is often referred to simply as coke a registered trademark of the cocacola company in the united states since march 27 1944 originally intended as a patent medicine when it was invented in the late 19th century by john pemberton cocacola was bought out by businessman asa griggs candler whose marketing tactics led coke to its dominance of the world softdrink market throughout the 20th century the company produces concentrate which is then sold to licensed cocacola bottlers throughout the world the bottlers who hold territorially exclusive contracts with the company produce finished product in cans and bottles from the concentrate in combination with filtered water and sweeteners the bottlers then sell distribute and merchandise cocacola to retail stores and vending machines such bottlers include cocacola enterprises which is the largest single cocacola bottler in north america and western europe the cocacola company also sells concentrate for soda fountains to major restaurants and food service distributors the cocacola company has on occasion introduced other cola drinks under the coke brand name the most common of these is diet coke with others including caffeinefree cocacola diet coke caffeinefree cocacola cherry cocacola zero cocacola vanilla and special versions with lemon lime or coffee based on interbrands best global brand 2011 cocacola was the worlds most valuable brand
